nr;Artikelid;Varnummer;Namn;Namn2;Prisinklmoms;Pant;Volymiml;PrisPerLiter;Saljstart;Utgatt;Varugrupp;Typ;Stil;Forpackning;Forslutning;Ursprung;Ursprunglandnamn;Producent;Leverantor;Argang;Provadargang;Alkoholhalt;Sortiment;SortimentText;Ekologisk;Etiskt;EtisktEtikett;Koscher;RavarorBeskrivning
101;1;1;Renat;;209.00;;700.00;298.57;01/10/1993;0;Okryddad sprit;;;Flaska;;;Sverige;Pernod Ricard;Pernod Ricard Sweden AB;;;37.50%;FS;Ordinarie sortiment;0;0;;0;Säd.
7599701;1000005;75997;Motzenbäcker Marie;Riesling Weissburgunder Spätlese Trocken;139.00;;750.00;185.33;01/09/2015;0;Vitt vin;;;Flaska;;Pfalz;Tyskland;Menger-Krug;Terrific Wines AB;2014;;12.00%;BS;Övrigt sortiment;0;0;;0;
7548901;1000008;75489;Valtellina Superiore;Sassella Riserva;324.00;;750.00;432.00;01/09/2015;0;Rött vin;;;Flaska;;Lombardiet;Italien;Arpepe;Vinoliv Import AB;2011;;13.50%;BS;Övrigt sortiment;0;0;;0;
7774701;1000080;77747;Canella;Valdobbiadene Prosecco Superiore Extra Dry;147.00;;750.00;196.00;01/09/2015;0;Mousserande vin;Vitt Torrt;;Flaska;;Venetien;Italien;Canella SpA;Fine Brands Sweden AB;2014;;11.00%;BS;Övrigt sortiment;0;0;;0;
7521801;1000131;75218;Purcari;Freedom Blend;168.00;;750.00;224.00;01/09/2015;0;Rött vin;;;Flaska;;;Moldavien;Purcari;High Coast Wine AB;2014;;13.50%;BS;Övrigt sortiment;0;0;;0;
8936603;1000155;89366;Midas Golden Pilsner;;26.70;;330.00;80.91;01/09/2015;0;Öl;Ljus lager;Modern stil;Flaska;;;Sverige;Imperiebryggeriet AB;Imperiebryggeriet AB;;;4.90%;BS;Övrigt sortiment;0;0;;0;
8962603;1000158;89626;Barbarossa;Imperial Red Ale;35.70;;330.00;108.18;01/09/2015;0;Öl;Ale brittisk-amerikansk stil;Strong ale;Flaska;;;Sverige;Imperiebryggeriet AB;Imperiebryggeriet AB;2015;;7.50%;BS;Övrigt sortiment;0;0;;0;
7785701;1000178;77857;Canella;Bellini;133.00;;750.00;177.33;01/09/2015;0;Mousserande vin;Övrigt;;Flaska;;;Italien;Canella SpA;Fine Brands Sweden AB;;;5.00%;BS;Övrigt sortiment;0;0;;0;
7459301;1000296;74593;Johanneshof Reinisch;Riesling;134.00;;750.00;178.67;01/09/2015;0;Vitt vin;;;Flaska;;Niederösterreich;Österrike;Johann und Veronika Reinisch;KA Import;2014;;12.50%;BS;Övrigt sortiment;1;0;;0;
7440201;1000343;74402;Johanneshof Reinisch;Pinot Noir;143.00;;750.00;190.67;01/09/2015;0;Rött vin;;;Flaska;;Niederösterreich;Österrike;Johann und Veronika Reinisch;KA Import;2013;;13.00%;BS;Övrigt sortiment;1;0;;0;
8780501;1000369;87805;Josés;Tequila Blanco;372.00;;700.00;531.43;01/09/2015;0;Tequila och Mezcal;;;Flaska;;;Mexiko;Tierra de Agaves;Fine Brands Sweden AB;;;40.00%;BS;Övrigt sortiment;0;0;;0;
8587801;1000372;85878;Fighting Cock;Kentucky Straight Bourbon;574.00;;1000.00;574.00;01/09/2015;0;Whisky;Övrig;;Flaska;;Kentucky;USA;Heaven Hill Distilleries;Fine Brands Sweden AB;;;51.50%;BS;Övrigt sortiment;0;0;;0;
7457501;1000375;74575;Rosé Piscine;;109.00;;750.00;145.33;01/09/2015;0;Rosévin;;;Flaska;;;Frankrike;Vinovalie;Smaksinnet AB;;;11.00%;BS;Övrigt sortiment;0;0;;0;
7509502;1000387;75095;Malvasia;;514.00;;375.00;1370.67;01/09/2015;0;Vitt vin;Sött;;Flaska;;Peloponnesos;Grekland;Monemvasia Winery;Metamorfosi AB;2010;;13.00%;BS;Övrigt sortiment;0;0;;0;
8797501;1000416;87975;Cognac Leyrat;Fine VS;431.00;;700.00;615.71;01/09/2015;0;Cognac;;;Flaska;;Cognac;Frankrike;Domaine de chez maillard;Fine Brands Sweden AB;;;40.00%;BS;Övrigt sortiment;0;0;;0;
8983803;1000432;89838;Schlappeseppel Specialität;;27.10;;330.00;82.12;01/09/2015;0;Öl;Mellanmörk lager;Märzen och wienerstil;Flaska;;;Tyskland;Schlappeseppel GmbH;Dryckesboden Sverige AB;;;5.60%;BS;Övrigt sortiment;0;0;;0;
8996703;1000435;89967;Schlappeseppel;Dunkel;21.10;;330.00;63.94;01/09/2015;0;Öl;Mörk lager;Dunkel;Flaska;;;Tyskland;Schlappeseppel GmbH;Dryckesboden Sverige AB;;;5.20%;BS;Övrigt sortiment;0;0;;0;
8998601;1000438;89986;Schlappeseppel;Hefe Weissbier;25.20;;500.00;50.40;01/09/2015;0;Öl;Veteöl;Hefeweizen;Flaska;;;Tyskland;Schlappeseppel GmbH;Dryckesboden Sverige AB;;;5.50%;BS;Övrigt sortiment;0;0;;0;
8993603;1000441;89936;Schlappeseppel;Pils;20.10;;330.00;60.91;01/09/2015;0;Öl;Ljus lager;Pilsner - tysk stil;Flaska;;;Tyskland;Schlappeseppel GmbH;Dryckesboden Sverige AB;;;5.10%;BS;Övrigt sortiment;0;0;;0;
8962103;1000444;89621;Schlappeseppel;Kellerbier;21.10;;330.00;63.94;01/09/2015;0;Öl;Ljus lager;Zwickel, keller- och landbier;Flaska;;;Tyskland;Schlappeseppel GmbH;Dryckesboden Sverige AB;;;5.50%;BS;Övrigt sortiment;0;0;;0;
8973001;1000454;89730;Valmiermuiza;Alus;28.40;;500.00;56.80;01/09/2015;0;Öl;Mellanmörk lager;Märzen och wienerstil;Flaska;;;Lettland;Valmiermuiza;CCS AB;;;5.20%;BS;Övrigt sortiment;0;0;;0;
8517901;1000457;85179;Licor Beirão;;323.00;;700.00;461.43;01/09/2015;0;Likör;Övriga likörer;;Flaska;;;Portugal;J. CARRANCA REDONDO;Monte Portcia AB;2015;;22.00%;BS;Övrigt sortiment;0;0;;0;
7440701;1000466;74407;Intenso;Cabernet Franc;119.00;;750.00;158.67;01/09/2015;0;Rött vin;;;Flaska;;;Brasilien;Vinicola Salton;Nippon Sake Sweden AB;2013;;12.50%;BS;Övrigt sortiment;0;0;;0;
7577301;1000542;75773;Hermann J Wiemer;Riesling Reserve Dry;320.00;;750.00;426.67;01/09/2015;0;Vitt vin;;;Flaska;;New York State;USA;Hermann J. Wiemer;Göteborgs Vinhandelshus AB;2013;;12.50%;BS;Övrigt sortiment;0;0;;0;
7598701;1000552;75987;Dobogó Tokaji;Furmint;187.00;;750.00;249.33;01/09/2015;0;Vitt vin;;;Flaska;;Tokaj-Hegyalja;Ungern;Dobogó Winery;Göteborgs Vinhandelshus AB;2013;;13.50%;BS;Övrigt sortiment;0;0;;0;
8796201;1000569;87962;Aalborg;Jule Akvavit;299.00;;700.00;427.14;02/11/2015;0;Kryddad sprit;;;Flaska;;;Danmark;De Danske Spritfabrikker;Arcus Sweden AB;2015;;47.00%;BS;Övrigt sortiment;0;0;;0;
8521401;1000572;85214;Porto Quinta da Gaivosa;10 Year Old Tawny;298.00;;750.00;397.33;01/09/2015;0;Portvin;Rött;;Flaska;;Porto;Portugal;Domingos Alves de Sousa;Monte Portcia AB;2014;;20.00%;BS;Övrigt sortiment;0;0;;0;
8914003;1000827;89140;Harviestoun Old Engine Oil;Black Ale;25.70;;330.00;77.88;01/10/2015;0;Öl;Ale brittisk-amerikansk stil;Old ale;Flaska;;Skottland;Storbritannien;Harviestoun Brewery;Brewery International Sweden AB;;;6.00%;BS;Övrigt sortiment;0;0;;0;
8908001;1000885;89080;Kinn Vestkyst;India Pale Ale;59.90;;750.00;79.87;01/10/2015;0;Öl;Ale brittisk-amerikansk stil;India pale ale (IPA);Flaska;;;Norge;Kinn;Cask Sweden AB;;;7.00%;BS;Övrigt sortiment;0;0;;0;
7154001;1000923;71540;Château de Cazeneuve;Le Roc des Mates;270.00;;750.00;360.00;01/10/2015;0;Rött vin;;;Flaska;;Languedoc-Roussillon;Frankrike;Château de Cazeneuve;Sybaris - Wine & Spirits AB;2011;;14.50%;BS;Övrigt sortiment;1;0;;0;
7102401;1000940;71024;Château de Cazeneuve;Les Calcaires;221.00;;750.00;294.67;01/10/2015;0;Rött vin;;;Flaska;;Languedoc-Roussillon;Frankrike;Château de Cazeneuve;Sybaris - Wine & Spirits AB;2013;;13.50%;BS;Övrigt sortiment;1;0;;0;
7105201;1001004;71052;Château de Cazeneuve;Carignan;250.00;;750.00;333.33;01/10/2015;0;Rött vin;;;Flaska;;Languedoc-Roussillon;Frankrike;Château de Cazeneuve;Sybaris - Wine & Spirits AB;;;13.50%;BS;Övrigt sortiment;0;0;;0;
7447001;1001022;74470;Excelso;Reserva;119.00;;750.00;158.67;01/09/2015;0;Rött vin;;;Flaska;;Rioja;Spanien;Bodegas Franco-Españolas;Terrific Wines AB;2009;;14.00%;BS;Övrigt sortiment;0;0;;0;
3063803;1001025;30638;Kråkudden;Ljus Lager;26.20;;330.00;79.39;01/10/2015;0;Öl;Ljus lager;Dortmunder och helles;Flaska;;Stockholms län;Sverige;Roslags Näsby Bryggeri;Aktiebolaget Roslags Näsby Bryggeri;;;5.00%;TSLS;Lokalt och småskaligt;0;0;;0;Kornmalt och humle.
3002915;1001119;30029;Beerbliotek Bobek Citra;Pale Ale;26.10;1.00;330.00;79.09;01/09/2015;0;Öl;Ale brittisk-amerikansk stil;Amerikansk pale ale (APA);Burk;;Västra Götalands län;Sverige;Beerbliotek AB;Beerbliotek AB;;;5.50%;BS;Övrigt sortiment;0;0;;0;Kornmalt samt humle av sorterna bobek och citra.
3064003;1001233;30640;Halmstad Brygghus;Brogatans Ale;23.90;;330.00;72.42;01/10/2015;0;Öl;Ale brittisk-amerikansk stil;Extra special bitter;Flaska;;Hallands län;Sverige;Halmstad Brygghus;Halmstad Brygghus AB;;;5.80%;TSLS;Lokalt och småskaligt;0;0;;0;Kornmalt och humle.
3064102;1001236;30641;Snälleröds Bokhållarens Akvavit;;214.00;;500.00;428.00;01/12/2015;0;Kryddad sprit;;;Flaska;;Skåne län;Sverige;Arcus;Arcus Sweden AB;;;38.00%;TSLS;Lokalt och småskaligt;0;0;;0;
3064202;1001341;30642;Snälleröds Jungfruns Brännvin;;219.00;;500.00;438.00;01/12/2015;0;Kryddad sprit;;;Flaska;;Skåne län;Sverige;Arcus;Arcus Sweden AB;;;38.00%;TSLS;Lokalt och småskaligt;1;0;;0;
3064403;1001348;30644;Spin Back;India Pale Ale;28.90;;330.00;87.58;01/10/2015;0;Öl;Ale brittisk-amerikansk stil;India pale ale (IPA);Flaska;;Västerbottens län;Sverige;Beer Studio;Beer Studio AB;;;7.30%;TSLS;Lokalt och småskaligt;0;0;;0;Pale-, carapils- och crystalmalt samt humle av sorterna summit, cascade, citra och columbus.
3064703;1001367;30647;This Ale Is India Pale;;27.20;;330.00;82.42;01/10/2015;0;Öl;Ale brittisk-amerikansk stil;India pale ale (IPA);Flaska;;Skåne län;Sverige;Skelderwikens Brygghus AB;Skelderwikens Brygghus AB;;;5.80%;TSLS;Lokalt och småskaligt;0;0;;0;Pale ale- och cara hellmalt samt humle av sorterna cascade, centennial och citra.
3064903;1001497;30649;This Ale Is Irish Red;;24.90;;330.00;75.46;01/02/2016;0;Öl;Ale brittisk-amerikansk stil;Irländsk ale;Flaska;;Skåne län;Sverige;Skelderwikens Brygghus AB;Skelderwikens Brygghus AB;;;5.50%;TSLS;Lokalt och småskaligt;0;0;;0;Pal ale-, cara red-, cara hell- och kornmalt samt humle av sorterna fuggles och target.
3065003;1001500;30650;Halmstad Brygghus;Vallgatans Ljusa;21.90;;330.00;66.36;01/10/2015;0;Öl;Ale brittisk-amerikansk stil;Amerikansk pale ale (APA);Flaska;;Hallands län;Sverige;Halmstad Brygghus;Halmstad Brygghus AB;;;5.50%;TSLS;Lokalt och småskaligt;0;0;;0;Kornmalt och humle.
3065103;1001503;30651;South Mash Hysteria Stout;;29.90;;330.00;90.61;01/10/2015;0;Öl;Porter och stout;Imperial porter och stout;Flaska;;Skåne län;Sverige;South Plains Brewing Company;South Plains Brewing Company;;;10.50%;TSLS;Lokalt och småskaligt;0;0;;0;Kornmalt och humle.
3065201;1001506;30652;Tyska Eken;Weisse;32.50;;500.00;65.00;01/10/2015;0;Öl;Veteöl;Hefeweizen;Flaska;;Hallands län;Sverige;Tyska Eken, Eks Tyska Bryggeri;Eks Tyska Bryggeri AB;;;5.20%;TSLS;Lokalt och småskaligt;0;0;;0;Vete- och kornmalt samt humle.
7280801;1001536;72808;Würzburger Pfaffenberg;Silvaner Trocken;225.00;;750.00;300.00;01/10/2015;0;Vitt vin;;;Flaska;;Franken;Tyskland;WG Bürgerspital;Sybaris - Wine & Spirits AB;2014;;12.50%;BS;Övrigt sortiment;0;0;;0;
3065303;1001539;30653;Tyska Eken Helles;;22.40;;330.00;67.88;02/11/2015;0;Öl;Ljus lager;Dortmunder och helles;Flaska;;Hallands län;Sverige;Tyska Eken, Eks Tyska Bryggeri;Eks Tyska Bryggeri AB;;;4.90%;TSLS;Lokalt och småskaligt;0;0;;0;Kornmalt och humle.
7141301;1001549;71413;Würzburger;Silvaner Trocken;185.00;;750.00;246.67;01/10/2015;0;Vitt vin;;;Flaska;;Franken;Tyskland;WG Bürgerspital;Sybaris - Wine & Spirits AB;2014;;11.50%;BS;Övrigt sortiment;0;0;;0;
3065503;1001670;30655;Fjäderholmarnas Monkey Business;American Pale Ale;27.10;;330.00;82.12;01/10/2015;0;Öl;Ale brittisk-amerikansk stil;Amerikansk pale ale (APA);Flaska;;Stockholms län;Sverige;Fjäderholmarnas Bryggeri;Fjäderholmarnas Bryggeri AB;;;5.20%;TSLS;Lokalt och småskaligt;0;0;;0;Kornmalt och humle.
3065603;1001687;30656;Fjäderholmarnas Libertas IPA;India Pale Ale;28.50;;330.00;86.36;01/10/2015;0;Öl;Ale brittisk-amerikansk stil;India pale ale (IPA);Flaska;;Stockholms län;Sverige;Fjäderholmarnas Bryggeri;Fjäderholmarnas Bryggeri AB;;;6.00%;TSLS;Lokalt och småskaligt;0;0;;0;Kornmalt och humle.
836809;1001902;8368;Gran Barquero Pack;;315.00;;1125.00;280.00;01/12/2015;0;Montilla;;;3 flaskor à 375 ml;Skruvkapsyl;Montilla-Moriles;Spanien;Pérez Barquero;Fondberg;;;17.70%;BS;Övrigt sortiment;0;0;;0;Pedro ximenez.
3066003;1001965;30660;O/O & Stigbergets Imperial;India Pale Ale;39.90;;330.00;120.91;02/11/2015;0;Öl;Ale brittisk-amerikansk stil;Imperial/Dubbel IPA;Flaska;;Västra Götalands län;Sverige;Stigbergets Bryggeri;Hagabions Cafè AB;;;8.00%;TSLS;Lokalt och småskaligt;0;0;;0;Kornmalt och humle.
9234601;1001968;92346;Gevrey-Chambertin;Domaine J-L Trapet;445.00;;750.00;593.33;16/10/2015;0;Rött vin;;;Flaska;Naturkork;Bourgogne;Frankrike;Domaine J-L Trapet;Tryffelsvinet AB;2013;;13.00%;TSE;Små partier;0;0;;0;Pinot noir.
3066103;1001978;30661;White IPA;;27.50;;330.00;83.33;02/11/2015;0;Öl;Ale brittisk-amerikansk stil;India pale ale (IPA);Flaska;;Skåne län;Sverige;Helsingborgs Bryggeri AB;Helsingborgs Bryggeri AB;;;5.50%;TSLS;Lokalt och småskaligt;0;0;;0;Korn- och vetemalt och humle.
3066503;1002004;30665;Klaura;;23.70;;330.00;71.82;01/10/2015;0;Öl;Mellanmörk lager;Märzen och wienerstil;Flaska;;Blekinge län;Sverige;Restaurang Skeppsgossen;Restaurang Skeppsgossen AB;;;5.10%;TSLS;Lokalt och småskaligt;0;0;;0;Karamellmalt samt humle av sorterna tomahawk och cascade.
3066603;1002055;30666;Pilimausan;;20.70;;330.00;62.73;01/10/2015;0;Öl;Ljus lager;Pilsner - tjeckisk stil;Flaska;;Blekinge län;Sverige;Restaurang Skeppsgossen;Restaurang Skeppsgossen AB;;;4.90%;TSLS;Lokalt och småskaligt;0;0;;0;Pilsnermalt samt humle av sorterna magnum och sladek.
7358001;1002131;73580;Langhe;Arneis Sá Mai;140.00;;750.00;186.67;01/10/2015;0;Vitt vin;;;Flaska;;Piemonte;Italien;Az. Agr. Abrigo Giovanni;Larkum HB;2015;;12.50%;BS;Övrigt sortiment;0;0;;0;
3066703;1002137;30667;South Plains;Burning Witches Brew;21.80;;330.00;66.06;01/10/2015;0;Öl;Ale brittisk-amerikansk stil;Black IPA;Flaska;;Skåne län;Sverige;South Plains Brewing Company;South Plains Brewing Company;;;7.10%;TSLS;Lokalt och småskaligt;0;0;;0;Kornmalt samt humle av sorterna amarillo, simcoe och centennial.
3067203;1002327;30672;Värmdö Bryggeri;Grinda Golden Ale;22.20;;330.00;67.27;01/10/2015;0;Öl;Ale brittisk-amerikansk stil;Golden/Blond ale;Flaska;;Stockholms län;Sverige;Värmdö Bryggeri;Värmdö Bryggeri AB;;;5.20%;TSLS;Lokalt och småskaligt;0;0;;0;Korn- och vetemalt samt humle av sorterna cascade och citra.
3067603;1002410;30676;Engelholms Pacific Pilsner;;21.00;;330.00;63.64;02/11/2015;0;Öl;Ljus lager;Modern stil;Flaska;;Skåne län;Sverige;Engelholms Bryggeri;Helsingborgs Bryggeri AB;;;5.00%;TSLS;Lokalt och småskaligt;0;0;;0;Kornmalt och humle.
7124501;1002712;71245;Huntyard;Organic Appassimento;89.00;;750.00;118.67;01/10/2015;0;Rött vin;Kryddigt & Mustigt;;Flaska;Skruvkapsyl;Apulien;Italien;Cantinetta Vini;Chris-Wine AB;2016;;14.50%;FS;Ordinarie sortiment;1;0;;0;
8561901;1002803;85619;Penny Blue;XO Batch 4;658.00;;700.00;940.00;01/10/2015;0;Rom;Mörk;;Flaska;;;Mauritius;Medine Distillery;Clydesdale AB;;;43.30%;BS;Övrigt sortiment;0;0;;0;
8626801;1002806;86268;Tobermory;Old Malt Cask 18 Years;1350.00;;700.00;1928.57;01/10/2015;0;Whisky;Malt;;Flaska;;Skottland;Storbritannien;Hunter Laing & Company;Clydesdale AB;1996;;50.00%;BS;Övrigt sortiment;0;0;;0;
8594001;1002809;85940;Tormore;Sherry Finish Old Malt Cask 26 Years;1645.00;;700.00;2350.00;01/10/2015;0;Whisky;Malt;;Flaska;;Skottland;Storbritannien;Hunter Laing & Company;Clydesdale AB;1988;;50.00%;BS;Övrigt sortiment;0;0;;0;
8509304;1002812;85093;Craigellachie;Advance Sample 12 Years;468.00;;200.00;2340.00;01/10/2015;0;Whisky;Malt;;Flaska;;Skottland;Storbritannien;Hunter Laing & Company;Clydesdale AB;2003;;50.00%;BS;Övrigt sortiment;0;0;;0;
8537504;1002815;85375;Tamdhu;Advance Sample 8 Years;434.00;;200.00;2170.00;01/10/2015;0;Whisky;Malt;;Flaska;;Skottland;Storbritannien;Hunter Laing & Company;Clydesdale AB;2006;;50.00%;BS;Övrigt sortiment;0;0;;0;
8591801;1002899;85918;Speyside;Sherry Cask 21 Years;1537.00;;700.00;2195.71;01/10/2015;0;Whisky;Malt;;Flaska;;Skottland;Storbritannien;Edition Spirits;Clydesdale AB;1993;;55.10%;BS;Övrigt sortiment;0;0;;0;
8577601;1002913;85776;Linkwood;Refill Hogshead 18 Years;1271.00;;700.00;1815.71;01/10/2015;0;Whisky;Malt;;Flaska;;Skottland;Storbritannien;Hunter Laing & Company;Clydesdale AB;1997;;50.00%;BS;Övrigt sortiment;0;0;;0;
8609201;1002939;86092;Glen Keith;Refill Hogshead 18 Years;1290.00;;700.00;1842.86;01/10/2015;0;Whisky;Malt;;Flaska;;Skottland;Storbritannien;Hunter Laing & Company;Clydesdale AB;1997;;50.00%;BS;Övrigt sortiment;0;0;;0;
8490901;1002959;84909;Tormore;Sherry Butt 25 Years;1484.00;;700.00;2120.00;01/10/2015;0;Whisky;Malt;;Flaska;;Skottland;Storbritannien;Hunter Laing & Company;Clydesdale AB;1989;;46.00%;BS;Övrigt sortiment;0;0;;0;
8491301;1002978;84913;Tormore;Sherry Butt 26 Years;1784.00;;700.00;2548.57;01/10/2015;0;Whisky;Malt;;Flaska;;Skottland;Storbritannien;Edition Spirits;Clydesdale AB;1988;;57.10%;BS;Övrigt sortiment;0;0;;0;
8733002;1003072;87330;Rhum Selection;Barbados;555.00;;500.00;1110.00;01/10/2015;0;Rom;Mörk;;Flaska;;;Barbados;Granqvist Beverage House AB;Granqvist Beverage House AB;;;45.00%;BS;Övrigt sortiment;0;0;;0;
8767002;1003081;87670;Rhum Selection;Trinidad;555.00;;500.00;1110.00;01/10/2015;0;Rom;Mörk;;Flaska;;;Trinidad;Granqvist Beverage House AB;Granqvist Beverage House AB;;;45.00%;BS;Övrigt sortiment;0;0;;0;
8767202;1003084;87672;Rhum Selection;Paraguay;599.00;;500.00;1198.00;01/10/2015;0;Rom;Mörk;;Flaska;;;Paraguay;Granqvist Beverage House AB;Granqvist Beverage House AB;;;45.00%;BS;Övrigt sortiment;0;0;;0;
8767702;1003087;87677;Rhum Selection;Belize;599.00;;500.00;1198.00;01/10/2015;0;Rom;Mörk;;Flaska;;;Belize;Granqvist Beverage House AB;Granqvist Beverage House AB;;;45.00%;BS;Övrigt sortiment;0;0;;0;
7701101;1003352;77011;Delamotte;Blanc de Blancs Brut;599.00;;750.00;798.67;01/10/2015;0;Mousserande vin;Vitt Torrt;;Flaska;;Champagne;Frankrike;Delamotte;Johan Lidby Vinhandel AB;2007;;12.00%;BS;Övrigt sortiment;0;0;;0;
9030001;1003356;90300;Sterhuis Astra;White;349.00;;750.00;465.33;04/12/2015;0;Vitt vin;;;Flaska;Naturkork;Western Cape;Sydafrika;Sterhuis;Vinobele AB;2009;;14.00%;TSE;Små partier;0;0;;0;Sauvignon blanc, chenin blanc och chardonnay.
803901;1003765;8039;Croft;10 Year Old Tawny Port;225.00;;750.00;300.00;01/12/2015;0;Portvin;Rött;;Flaska;Naturkork;Porto;Portugal;Croft;Spendrups Bryggeri AB;;;20.00%;FS;Ordinarie sortiment;0;0;;0;Touriga nacional, touriga francesa, tinto cão, tinta roriz och tinta barroca.
7759101;1003771;77591;Giró i Giró;Bombonetta Gran Reserva Brut;230.00;;750.00;306.67;01/10/2015;0;Mousserande vin;Vitt Torrt;;Flaska;;Cava;Spanien;Jaume Giró i Giró;Spruce Up AB;2011;;11.50%;BS;Övrigt sortiment;0;0;;0;
7723101;1003774;77231;Giró i Giró;Montaner Brut Nature Gran Reserva;151.00;;750.00;201.33;01/10/2015;0;Mousserande vin;Vitt Torrt;;Flaska;;Cava;Spanien;Jaume Giró i Giró;Spruce Up AB;2011;;11.50%;BS;Övrigt sortiment;0;0;;0;
8588208;1003861;85882;Really Big Peat;;3489.00;;4500.00;775.33;01/10/2015;0;Whisky;Malt;;Flaska;;Skottland;Storbritannien;Douglas Laing;Philipson Söderberg AB;;;46.00%;BS;Övrigt sortiment;0;0;;0;
7293001;1004022;72930;Rosso di Valtellina;;236.00;;750.00;314.67;01/09/2015;0;Rött vin;;;Flaska;;Lombardiet;Italien;Arpepe;Vinoliv Import AB;2014;;12.00%;BS;Övrigt sortiment;0;0;;0;
8013001;1004144;80130;Ancho Reyes;;480.00;;700.00;685.71;01/10/2015;0;Likör;Övriga likörer;;Flaska;;;Mexiko;Licorera Ancho Reyes;AliasSmith AB;;;40.00%;BS;Övrigt sortiment;0;0;;0;
7581501;1004340;75815;Arbe Garbe;White;439.00;;750.00;585.33;01/10/2015;0;Vitt vin;;;Flaska;;Kalifornien;USA;Arbe Garbe;Divine AB;2014;;14.00%;BS;Övrigt sortiment;0;0;;0;
7202301;1004393;72023;Benandants;Catie's Corner Vineyard Malvasia Bianca;485.00;;750.00;646.67;01/10/2015;0;Vitt vin;;;Flaska;;Kalifornien;USA;Arbe Garbe;Divine AB;2014;;14.00%;BS;Övrigt sortiment;0;0;;0;
7249201;1004436;72492;Escada;Touriga Nacional;89.00;;750.00;118.67;01/10/2015;0;Rött vin;Fruktigt & Smakrikt;;Flaska;;Lisboa;Portugal;DFJ Vinhos;Prime Wine Sweden AB;2015;;13.00%;BS;Övrigt sortiment;0;0;;0;
7289602;1004483;72896;Ruppertsberger;Riesling Auslese;89.00;;375.00;237.33;01/10/2015;0;Vitt vin;Sött;;Flaska;;Pfalz;Tyskland;Ruppertsberger Weinkeller Hoheburg eG;Giertz Vinimport AB;2014;;8.50%;BS;Övrigt sortiment;0;0;;0;
642008;1004489;6420;Apothic Red;Winemaker's Blend;269.00;;3000.00;89.67;01/10/2015;0;Rött vin;Fruktigt & Smakrikt;;Box;Tryckknapp topp;Kalifornien;USA;Apothic Wines;Spendrups Bryggeri AB;2014;;13.50%;BS;Övrigt sortiment;0;0;;0;
8515601;1004544;85156;Clynelish;No 4051 17 Years;1583.00;;700.00;2261.43;01/10/2015;0;Whisky;Malt;;Flaska;;Skottland;Storbritannien;Berry Bros & Rudd;Clydesdale AB;1997;;55.00%;BS;Övrigt sortiment;0;0;;0;
233201;1004547;2332;Bacio della Luna;Prosecco Superiore Brut;109.00;;750.00;145.33;01/12/2015;0;Mousserande vin;Vitt Torrt;;Flaska;Naturkork;Venetien;Italien;Bacio della Luna;Apricot AB;2015;;11.00%;FS;Ordinarie sortiment;0;0;;0;Glera.
8698401;1004711;86984;Clynelish;Selected by Berrys 17 Years;1583.00;;700.00;2261.43;01/10/2015;0;Whisky;Malt;;Flaska;;Skottland;Storbritannien;Berry Bros & Rudd;Clydesdale AB;1997;;55.20%;BS;Övrigt sortiment;0;0;;0;
8646701;1004721;86467;Blair Athol;Selected by Berrys 22 Years;1439.00;;700.00;2055.71;01/10/2015;0;Whisky;Malt;;Flaska;;Skottland;Storbritannien;Berry Bros & Rudd;Clydesdale AB;1991;;46.00%;BS;Övrigt sortiment;0;0;;0;
8780401;1004734;87804;Auchentoshan;Selected by Berrys 21 Years;1487.00;;700.00;2124.29;01/10/2015;0;Whisky;Malt;;Flaska;;Skottland;Storbritannien;Berry Bros & Rudd;Clydesdale AB;1992;;46.00%;BS;Övrigt sortiment;0;0;;0;
8773401;1004758;87734;Auchroisk;Selected by Berrys 18 Years;1449.00;;700.00;2070.00;01/10/2015;0;Whisky;Malt;;Flaska;;Skottland;Storbritannien;Berry Bros & Rudd;Clydesdale AB;1996;;50.90%;BS;Övrigt sortiment;0;0;;0;
8768301;1004761;87683;Allt-A-Bhainne;Selected by Berrys 18 Years;1448.00;;700.00;2068.57;01/10/2015;0;Whisky;Malt;;Flaska;;Skottland;Storbritannien;Berry Bros & Rudd;Clydesdale AB;1995;;55.10%;BS;Övrigt sortiment;0;0;;0;
8783401;1004802;87834;Dailuaine;Selected by Berrys 22 Years;1771.00;;700.00;2530.00;01/10/2015;0;Whisky;Malt;;Flaska;;Skottland;Storbritannien;Berry Bros & Rudd;Clydesdale AB;1992;;46.00%;BS;Övrigt sortiment;0;0;;0;
8787501;1004816;87875;Strathclyde;Single Grain Selected by Berrys 8 Years;856.00;;700.00;1222.86;01/10/2015;0;Whisky;Grain;;Flaska;;Skottland;Storbritannien;Berry Bros & Rudd;Clydesdale AB;2005;;58.70%;BS;Övrigt sortiment;0;0;;0;
8794201;1004819;87942;North British;Single Grain Selected by Berrys 18 Years;1458.00;;700.00;2082.86;01/10/2015;0;Whisky;Grain;;Flaska;;Skottland;Storbritannien;Berry Bros & Rudd;Clydesdale AB;1996;;56.80%;BS;Övrigt sortiment;0;0;;0;
7765901;1004847;77659;958 Santero;Cuvèe Extra Dry;119.00;;750.00;158.67;01/10/2015;0;Mousserande vin;Vitt Torrt;;Flaska;;;Italien;Santero;Obrini Beverage Company AB;;;11.50%;BS;Övrigt sortiment;0;0;;0;
