nr;Artikelid;Varnummer;Namn;Namn2;Prisinklmoms;Pant;Volymiml;PrisPerLiter;Saljstart;Utgatt;Varugrupp;Typ;Stil;Forpackning;Forslutning;Ursprung;Ursprunglandnamn;Producent;Leverantor;Argang;Provadargang;Alkoholhalt;Sortiment;SortimentText;Ekologisk;Etiskt;EtisktEtikett;Koscher;RavarorBeskrivning
8751809;9561;87518;Moët & Chandon;;5365.00;;6000.00;894.17;01/12/1995;0;Mousserande vin;Vitt Torrt;;Flaska;;Champagne;Frankrike;Moët & Chandon;Moët Hennessy Sverige AB;;;12.00%;BS;Övrigt sortiment;0;0;;0;
8553301;956110;85533;Chapter 11;St George's Distillery Rare Single Malt Whisky;688.00;;700.00;982.86;02/05/2015;0;Whisky;Malt;;Flaska;;England;Storbritannien;The English Whisky Co;Clydesdale AB;2010;;46.00%;BS;Övrigt sortiment;0;0;;0;
9530501;956121;95305;Corton Grand Cru Le Rognet;Maison Ambroise;583.00;;750.00;777.33;03/07/2015;0;Rött vin;;;Flaska;Naturkork;Bourgogne;Frankrike;Maison Ambroise;Otto Suenson & Co AB;2012;;13.50%;TSE;Små partier;0;0;;0;Pinot noir.
7447801;956378;74478;Sepp Moser;Zweigelt Reserve;199.00;;750.00;265.33;02/05/2015;0;Rött vin;;;Flaska;;Burgenland;Österrike;Sepp Moser;Fondberg;2013;;13.50%;BS;Övrigt sortiment;1;0;;0;
8557101;956381;85571;Chapter 14;St George's Distillery Rare Single Malt Whisky;747.00;;700.00;1067.14;02/05/2015;0;Whisky;Malt;;Flaska;;England;Storbritannien;The English Whisky Co;Clydesdale AB;2008;;46.00%;BS;Övrigt sortiment;0;0;;0;
8584701;956401;85847;Chapter 15 Peated;St George's Distillery Rare Single Malt Whisky;747.00;;700.00;1067.14;02/05/2015;0;Whisky;Malt;;Flaska;;England;Storbritannien;The English Whisky Co;Clydesdale AB;2008;;46.00%;BS;Övrigt sortiment;0;0;;0;
9190201;956411;91902;Chablis Bouguerots Grand Cru;Domaine William Fevre;619.00;;750.00;825.33;11/06/2015;0;Vitt vin;;;Flaska;Naturkork;Bourgogne;Frankrike;Domaine William Fèvre;Bibendum;2013;;13.00%;TSE;Små partier;0;0;;0;
8582501;956431;85825;Ben Nevis;TKS No7;717.00;;700.00;1024.29;02/05/2015;0;Whisky;Malt;;Flaska;;Skottland;Storbritannien;Ben Nevis Distillery;Clydesdale AB;2001;;46.00%;BS;Övrigt sortiment;0;0;;0;
8512301;956487;85123;North British;The Clan Denny 20 Years;1221.00;;700.00;1744.29;02/05/2015;0;Whisky;Malt;;Flaska;;Skottland;Storbritannien;Douglas Hamilton Company;Clydesdale AB;1994;;51.00%;BS;Övrigt sortiment;0;0;;0;
7410601;956490;74106;Sepp Moser;Riesling Von Den Terassen;159.00;;750.00;212.00;02/05/2015;0;Vitt vin;;;Flaska;;Niederösterreich;Österrike;Sepp Moser;Fondberg;2015;;13.00%;BS;Övrigt sortiment;1;0;;0;
7664101;956509;76641;Château Capet-Guillier;;385.00;;750.00;513.33;02/05/2015;0;Rött vin;;;Flaska;;Bordeaux;Frankrike;Antoine Moueix;Spendrups Bryggeri AB;2012;;13.50%;BS;Övrigt sortiment;0;0;;0;
7405401;956526;74054;Sepp Zweigelt;;119.00;;750.00;158.67;02/05/2015;0;Rött vin;;;Flaska;;Burgenland;Österrike;Sepp Moser;Fondberg;2015;;12.50%;BS;Övrigt sortiment;1;0;;0;
7433901;956643;74339;Sepp;Grüner Veltliner;119.00;;750.00;158.67;02/05/2015;0;Vitt vin;;;Flaska;;Niederösterreich;Österrike;Sepp Moser;Fondberg;2015;;12.50%;BS;Övrigt sortiment;1;0;;0;
8505704;956674;85057;Dailuaine;Provenance 10 Years;278.00;;200.00;1390.00;02/05/2015;0;Whisky;Malt;;Flaska;;Skottland;Storbritannien;Douglas McGibbon & Co;Clydesdale AB;2003;;46.00%;BS;Övrigt sortiment;0;0;;0;
8557704;956800;85577;Talisker;Provenance Young & Feisty;320.00;;200.00;1600.00;02/05/2015;0;Whisky;Malt;;Flaska;;Skottland;Storbritannien;Douglas McGibbon & Co;Clydesdale AB;;;46.00%;BS;Övrigt sortiment;0;0;;0;
8516304;956851;85163;Benrinnes;Provenance 10 Years;279.00;;200.00;1395.00;02/05/2015;0;Whisky;Malt;;Flaska;;Skottland;Storbritannien;Douglas McGibbon & Co;Clydesdale AB;2003;;46.00%;BS;Övrigt sortiment;0;0;;0;
8553801;956864;85538;Caol Ila;Provenance 6 Years;787.00;;700.00;1124.29;02/05/2015;0;Whisky;Malt;;Flaska;;Skottland;Storbritannien;Douglas McGibbon & Co;Clydesdale AB;2008;;46.00%;BS;Övrigt sortiment;0;0;;0;
8517201;956932;85172;Glenrothes;Provenance 10 Years;975.00;;700.00;1392.86;02/05/2015;0;Whisky;Malt;;Flaska;;Skottland;Storbritannien;Douglas McGibbon & Co;Clydesdale AB;2004;;46.00%;BS;Övrigt sortiment;0;0;;0;
8532101;957038;85321;Craigallachie;Provenance 8 Years;678.00;;700.00;968.57;02/05/2015;0;Whisky;Malt;;Flaska;;Skottland;Storbritannien;Douglas McGibbon & Co;Clydesdale AB;2006;;46.00%;BS;Övrigt sortiment;0;0;;0;
8656101;957047;86561;Summum;Whisky Finish 12 Years;737.00;;700.00;1052.86;02/05/2015;0;Rom;Mörk;;Flaska;;;Dominikanska Republiken;Spiritsland S.L.;Clydesdale AB;;;43.00%;BS;Övrigt sortiment;0;0;;0;
8638101;957063;86381;Summum;Solera 12 Years;647.00;;700.00;924.29;02/05/2015;0;Rom;Mörk;;Flaska;;;Dominikanska Republiken;Spiritsland S.L.;Clydesdale AB;;;38.00%;BS;Övrigt sortiment;0;0;;0;
8772801;957066;87728;Clément;Très Vieux Rhum Agricole 10 Years;964.00;;700.00;1377.14;02/05/2015;0;Rom;Mörk;;Flaska;;Martinique;Frankrike;H Clément;Clydesdale AB;;;44.00%;BS;Övrigt sortiment;0;0;;0;
8701801;957072;87018;Clément;Ambré Rhum Agricole;491.00;;700.00;701.43;02/05/2015;0;Rom;Mörk;;Flaska;;Martinique;Frankrike;H Clément;Clydesdale AB;;;40.00%;BS;Övrigt sortiment;0;0;;0;
8770001;957075;87700;Clément;Cuvée Vieux Rhum Agricole Hors d'Age;1239.00;;700.00;1770.00;02/05/2015;0;Rom;Mörk;;Flaska;;Martinique;Frankrike;H Clément;Clydesdale AB;;;44.00%;BS;Övrigt sortiment;0;0;;0;
8760901;957081;87609;Clément;Rhum Vieux Agricole Select Barrel;568.00;;700.00;811.43;02/05/2015;0;Rom;Mörk;;Flaska;;Martinique;Frankrike;H Clément;Clydesdale AB;;;40.00%;BS;Övrigt sortiment;0;0;;0;
7062901;957392;70629;Rabl;Riesling Langenlois;130.00;;750.00;173.33;02/05/2015;0;Vitt vin;;;Flaska;;Niederösterreich;Österrike;Weingut Rabl;Johan Lidby Vinhandel AB;2015;;12.50%;BS;Övrigt sortiment;0;0;;0;
7147801;957433;71478;Rabl;Grüner Veltliner Langenlois;130.00;;750.00;173.33;02/05/2015;0;Vitt vin;;;Flaska;;Niederösterreich;Österrike;Weingut Rabl;Johan Lidby Vinhandel AB;2015;;12.50%;BS;Övrigt sortiment;0;0;;0;
7235501;957458;72355;Poggio Nero;Sangiovese;104.00;;750.00;138.67;02/05/2015;0;Rött vin;;;Flaska;;Toscana;Italien;Nordic Sea Winery;Oenoforos AB;2014;;13.50%;BS;Övrigt sortiment;1;0;;0;
7703601;957468;77036;Chablis;Premier Cru Savary;192.00;;750.00;256.00;02/05/2015;0;Vitt vin;;;Flaska;;Bourgogne;Frankrike;Francine et Olivier Savary;Carovin AB;2015;;12.50%;BS;Övrigt sortiment;0;0;;0;
7203801;957471;72038;Ruppertsberger;Imperial Riesling;99.00;;750.00;132.00;02/05/2015;0;Vitt vin;Friskt & Fruktigt;;Flaska;Skruvkapsyl;Pfalz;Tyskland;Ruppertsberger Weinkeller Hoheburg eG;Giertz Vinimport AB;2015;;13.00%;FS;Ordinarie sortiment;0;0;;0;Riesling.
8770701;957540;87707;Old Distiller;Gran Reserva 12 Años Solera;597.00;;700.00;852.86;02/05/2015;0;Rom;Mörk;;Flaska;;;Dominikanska Republiken;W.W.T;Clydesdale AB;;;40.00%;BS;Övrigt sortiment;0;0;;0;
8704301;957557;87043;Old Distiller;Añejo Superior 5 Años;515.00;;700.00;735.71;02/05/2015;0;Rom;Mörk;;Flaska;;;Dominikanska Republiken;W.W.T;Clydesdale AB;;;40.00%;BS;Övrigt sortiment;0;0;;0;
8704501;957564;87045;The Ultimate;Finest Selection;568.00;;700.00;811.43;02/05/2015;0;Rom;Ljus;;Flaska;;;Guyana;The Ultmate Whisky Company;Clydesdale AB;;;46.00%;BS;Övrigt sortiment;0;0;;0;
8777101;957567;87771;Providencia 1878;Fine Golden Rum;520.00;;700.00;742.86;02/05/2015;0;Rom;Mörk;;Flaska;;;Trinidad;Mayfair Brands;Clydesdale AB;;;40.00%;BS;Övrigt sortiment;0;0;;0;
7582601;957574;75826;Man O' War;Ironclad;299.00;;750.00;398.67;02/05/2015;0;Rött vin;;;Flaska;;Waiheke Island;Nya Zeeland;Man O' War Vineyards;AB Wicked Wine Sweden;2010;;14.50%;BS;Övrigt sortiment;0;0;;0;
7303701;957577;73037;Weninger;Merlot;292.00;;750.00;389.33;02/05/2015;0;Rött vin;;;Flaska;;Burgenland;Österrike;Weingut Weninger;AB Wicked Wine Sweden;2009;;14.00%;BS;Övrigt sortiment;1;0;;0;
7107201;957580;71072;Weninger Hochäcker;Blaufränkisch;181.00;;750.00;241.33;02/05/2015;0;Rött vin;;;Flaska;;Burgenland;Österrike;Weingut Weninger;AB Wicked Wine Sweden;2013;;13.00%;BS;Övrigt sortiment;1;0;;0;
7405901;957583;74059;Frettner;Cabernet Franc;285.00;;750.00;380.00;02/05/2015;0;Rött vin;;;Flaska;;Sopron;Ungern;Weninger;AB Wicked Wine Sweden;2012;;13.50%;BS;Övrigt sortiment;1;0;;0;
8825703;957947;88257;Oud Beersel;Oude Geuze Vieille;43.90;;375.00;117.07;02/05/2015;0;Öl;Syrlig öl;Lambic - gueuze;Flaska;;;Belgien;Brouwerij Oud Beersel;Brewery International Sweden AB;;;6.00%;BS;Övrigt sortiment;0;0;;0;
8837703;957958;88377;Oude Beersel;Kriek Vieille;49.90;;375.00;133.07;02/05/2015;0;Öl;Syrlig öl;Lambic - frukt och bär;Flaska;;;Belgien;Brouwerij Oud Beersel;Brewery International Sweden AB;;;6.00%;BS;Övrigt sortiment;0;0;;0;
8854403;957964;88544;Oud Beersel;Framboise;47.80;;375.00;127.47;02/05/2015;0;Öl;Syrlig öl;Lambic - frukt och bär;Flaska;;;Belgien;Brouwerij Oud Beersel;Brewery International Sweden AB;;;5.00%;BS;Övrigt sortiment;0;0;;0;
7355001;957970;73550;Amicone;Corvina;114.00;;750.00;152.00;02/05/2015;0;Rött vin;;;Flaska;;Venetien;Italien;Cantine di Ora;Apricot AB;2013;;13.50%;BS;Övrigt sortiment;0;0;;0;
7338401;957974;73384;Calitopia;Pinot Noir;52.00;;750.00;69.33;02/05/2015;0;Rött vin;;;Flaska;;Kalifornien;USA;Altia PLC;Altia Sweden AB;2012;;12.50%;BS;Övrigt sortiment;0;0;;0;
7349501;957991;73495;Sancerre;Les Grandmontains;179.00;;750.00;238.67;02/05/2015;0;Vitt vin;;;Flaska;;Loiredalen;Frankrike;Domaine Laporte;Winemarket Nordic AB;2016;;13.00%;BS;Övrigt sortiment;1;0;;0;
7360501;957994;73605;Aneto;Pinot Noir;220.00;;750.00;293.33;02/05/2015;0;Rött vin;;;Flaska;;Douro;Portugal;Sobredos - Produção e Comércio de Vinhos Lda;Manzana Form KB;2013;;15.50%;BS;Övrigt sortiment;0;0;;0;
644101;958171;6441;Unravelled;Pinot Noir;149.00;;750.00;198.67;01/09/2015;0;Rött vin;;;Flaska;Skruvkapsyl;Central Otago;Nya Zeeland;Carrick Wines;JPC Wines AB;2015;;14.00%;BS;Övrigt sortiment;1;0;;0;
218101;958202;2181;Clos de Carthage;;69.00;;750.00;92.00;01/09/2015;0;Rött vin;;;Flaska;Plastkork/syntetkork;Mornag;Tunisien;Ceptunes Cave Vinicole El Karmia;Vinia Sweden AB;2012;;12.50%;BS;Övrigt sortiment;0;0;;0;
208701;958205;2087;Dig This!;Cabernet Sauvignon Organic;79.00;;750.00;105.33;01/09/2015;0;Rött vin;Fruktigt & Smakrikt;;Flaska;Skruvkapsyl;Western Cape;Sydafrika;Stellar Winery;WineWorld AB;2016;;13.00%;FS;Ordinarie sortiment;1;1;Fair for Life;0;Cabernet sauvignon.
295501;958208;2955;Patchwork;Grenache Petit Verdot;52.00;;750.00;69.33;01/09/2015;0;Rött vin;;;Flaska;Skruvkapsyl;Western Cape;Sydafrika;Leeuwenkuil;Altia Sweden AB;2015;;14.00%;BS;Övrigt sortiment;0;0;;0;Grenache och petit verdot.
275401;958266;2754;Zafrica;Grand Reserve;79.00;;750.00;105.33;01/09/2015;0;Rött vin;;;Flaska;Skruvkapsyl;Western Cape;Sydafrika;Leeuwenkuil;The Wine Team Global AB;2015;;14.00%;BS;Övrigt sortiment;0;0;;0;Pinotage, cabernet sauvignon och malbec.
9209301;958281;92093;Memoire;Fondo Antico;149.00;;750.00;198.67;05/06/2015;0;Rosévin;Fruktigt & Smakrikt;;Flaska;Naturkork;Sicilien;Italien;Fondo Antico;Bornicon & Salming;2010;;12.50%;TSE;Små partier;0;0;;0;Nero dâavola.
8012701;9585;80127;Rémy Martin;Louis XIII;24960.00;;700.00;35657.14;02/01/1996;0;Cognac;;;Flaska;;Cognac;Frankrike;Rémy Martin;Nigab;;;40.00%;BS;Övrigt sortiment;0;0;;0;
7584401;958699;75844;Haedus;Rosé;119.00;;750.00;158.67;02/04/2014;0;Rosévin;;;Flaska;;Provence;Frankrike;Ch. Ferry Lacombe;Vinoliv Import AB;2016;;13.50%;BS;Övrigt sortiment;0;0;;0;
184914;958856;1849;Lustgårdens Cider;Torr Äpple;14.90;1.00;500.00;29.80;01/09/2015;0;Cider;Torr och halvtorr;;Burk;;;Sverige;Åbro Vin AB;Åbro Bryggeri;;;4.50%;FS;Ordinarie sortiment;0;0;;0;Cideräpplen.
183814;958865;1838;Crowmoor;Pear Semi Dry;12.80;1.00;330.00;38.79;01/09/2015;0;Cider;Torr och halvtorr;;Burk;;;Sverige;Carlsberg Sverige AB;Carlsberg Sverige AB;;;4.50%;FS;Ordinarie sortiment;0;0;;0;Päron.
693504;958883;6935;Blue Nun;;31.00;;250.00;124.00;01/09/2015;0;Vitt vin;Druvigt & Blommigt;;Flaska;Skruvkapsyl;Rheinhessen;Tyskland;Langguth Erben;The Wine Team Global AB;2015;;8.50%;FS;Ordinarie sortiment;0;0;;0;
158903;958889;1589;Ayinger Celebrator;Doppelbock;22.90;;330.00;69.39;01/09/2015;0;Öl;Mörk lager;Dubbelbock;Flaska;;;Tyskland;Brauerei Aying;Brill & Co AB;;;6.70%;FS;Ordinarie sortiment;0;0;;0;Kornmalt och humle.
206401;958893;2064;21 Gables;Cabernet Sauvignon;199.00;;750.00;265.33;01/09/2015;0;Rött vin;Stramt & Nyanserat;;Flaska;Naturkork;Western Cape;Sydafrika;Spier Wines;Vinia Sweden AB;2013;;14.50%;FS;Ordinarie sortiment;0;0;;0;Cabernet sauvignon.
631701;958897;6317;Saint Clair;Vicar's Choice Pinot Gris Riesling Gewürztraminer;92.00;;750.00;122.67;01/09/2015;0;Vitt vin;;;Flaska;Skruvkapsyl;Marlborough;Nya Zeeland;Saint Clair Family Estate;Sigva AB;2015;;12.00%;BS;Övrigt sortiment;0;0;;0;
7275501;959154;72755;Les Hauts de Sainte-Marie;;108.00;;750.00;144.00;02/05/2015;0;Vitt vin;;;Flaska;;Bordeaux;Frankrike;Chateau Sainte Marie;Tryffelsvinet AB;2014;;12.50%;BS;Övrigt sortiment;0;0;;0;
7430301;959216;74303;Cuvée Laura;Côtes du Rhône;127.00;;750.00;169.33;02/05/2015;0;Vitt vin;;;Flaska;;Rhonedalen;Frankrike;Domaine Roger Perrin;Tryffelsvinet AB;2013;;13.50%;BS;Övrigt sortiment;0;0;;0;
7214101;959232;72141;Rasciatano;Nero Di Troia;299.00;;750.00;398.67;02/05/2015;0;Rött vin;;;Flaska;;Apulien;Italien;Rasciatano;Vinunic AB;2007;;13.50%;BS;Övrigt sortiment;0;0;;0;
7185201;959276;71852;Barrua;;249.00;;750.00;332.00;02/05/2015;0;Rött vin;;;Flaska;;Sardinien;Italien;Agricola Punica;Vinunic AB;2012;;14.50%;BS;Övrigt sortiment;0;0;;0;
1011201;959541;10112;Cantina Privata Bocchini;Cask Finish;749.00;;600.00;1248.33;22/05/2015;0;Grappa och Marc;Grappa;;Flaska;;;Italien;Distilleria Bocchino;Spiritpartners Nordic AB;;;42.00%;TSE;Små partier;0;0;;0;
7780301;959572;77803;Le Mesnil;Grand Cru Brut Blanc de Blancs;343.00;;750.00;457.33;02/05/2015;0;Mousserande vin;Vitt Torrt;;Flaska;;Champagne;Frankrike;Champagne Le Mesnil;Alshammar Import;;;12.50%;BS;Övrigt sortiment;0;0;;0;
8665202;959575;86652;Fjäderholmarna;Flädersnaps;199.00;;500.00;398.00;02/05/2015;0;Kryddad sprit;;;Flaska;;;Sverige;Saturnus;Saturnus;;;36.00%;BS;Övrigt sortiment;0;0;;0;
8695602;959581;86956;Chilibomb Shot;;172.00;;500.00;344.00;02/05/2015;0;Övrig sprit;;;Flaska;;;Sverige;Saturnus;Saturnus;;;25.00%;BS;Övrigt sortiment;0;0;;0;
8777402;959594;87774;Wasabibomb Shot;;172.00;;500.00;344.00;02/05/2015;0;Smaksatt sprit;;;Flaska;;;Sverige;Saturnus;Saturnus;;;25.00%;BS;Övrigt sortiment;0;0;;0;
8935803;959600;89358;Brooklyn;Sorachi Ace;28.50;;355.00;80.28;02/05/2015;0;Öl;Ale belgisk stil;Saison;Flaska;;;USA;Brooklyn Brewery;Carlsberg Sverige AB;;;7.20%;BS;Övrigt sortiment;0;0;;0;
7045901;959618;70459;Terres de Vidalba;Priorat;178.00;;750.00;237.33;02/05/2015;0;Rött vin;;;Flaska;;Priorat;Spanien;Terres de Vidalba;Vingourmet Sweden AB;2011;;15.00%;BS;Övrigt sortiment;0;0;;0;
8874103;959621;88741;Somersby Orchard Selection;Sparkling Rosé;16.90;;330.00;51.21;02/05/2015;0;Cider;Söt;;Flaska;;;Sverige;Carlsberg Sverige AB;Carlsberg Sverige AB;;;4.50%;FS;Ordinarie sortiment;0;0;;0;
8746201;959624;87462;ABK6;XO Single Estate;894.00;;700.00;1277.14;02/05/2015;0;Cognac;;;Flaska;;Cognac;Frankrike;SNC du Maine Drilhon;TOMP Beer Wine & Spirits AB;;;40.00%;BS;Övrigt sortiment;0;0;;0;
7031601;959627;70316;TOCS;Priorat;306.00;;750.00;408.00;02/05/2015;0;Rött vin;;;Flaska;;Priorat;Spanien;Terres de Vidalba;Vingourmet Sweden AB;2009;;15.00%;BS;Övrigt sortiment;0;0;;0;
3035303;959636;30353;Vit;;24.70;;330.00;74.85;01/06/2015;0;Öl;Veteöl;Witbier;Flaska;;Stockholms län;Sverige;Sundbybergs köksbryggeri;Sundbybergs köksbryggeri AB;;;5.00%;TSLS;Lokalt och småskaligt;0;0;;0;Korn- och havremalt, vete, havregryn, korianderfrön, pomerans och humle.
7095901;959639;70959;Mendel;Malbec;189.00;;750.00;252.00;02/05/2015;0;Rött vin;;;Flaska;;Cuyo;Argentina;Bodega Mendel;Handpicked Wines Sweden AB;2012;;14.50%;BS;Övrigt sortiment;0;0;;0;
133601;959645;1336;Leffe;Brune;49.90;;750.00;66.53;01/09/2015;0;Öl;Ale belgisk stil;Belgisk mörk ale;Flaska;;;Belgien;InBev;Carlsberg Sverige AB;;;6.50%;FS;Ordinarie sortiment;0;0;;0;Kornmalt och humle.
7015001;959648;70150;Mangiacane;Gran Selezione, Chianti Classico;248.00;;750.00;330.67;02/05/2015;0;Rött vin;;;Flaska;;Toscana;Italien;Villa Mangiacane;Samplex AB;2011;;14.50%;BS;Övrigt sortiment;0;0;;0;
130903;959668;1309;Störtebeker;Schwarzbier;15.90;;330.00;48.18;01/09/2015;0;Öl;Mörk lager;Schwarzbier;Flaska;;;Tyskland;Störtebeker Braumanufaktur;Heba Food & Beverages AB;;;5.00%;FS;Ordinarie sortiment;0;0;;0;Kornmalt och humle.
137203;959677;1372;Spruce Ale;;23.30;;330.00;70.61;01/09/2015;0;Öl;Ale belgisk stil;Saison;Flaska;;Skåne län;Sverige;Klackabackens Bryggeri;Klackabackens bryggeri AB;;;5.60%;BS;Övrigt sortiment;0;0;;0;Granskott, carapils- och pilsnermalt samt humle av sorten cascade.
7606001;959745;76060;JP Chenet;ICE Sparkling Rosé;69.00;;750.00;92.00;02/05/2015;0;Mousserande vin;Rosé;;Flaska;Naturkork;;Frankrike;JP Chenet;Stellan Kramer AB;;;11.00%;FS;Ordinarie sortiment;0;0;;0;
7207606;959759;72076;Palmer;Brut Réserve;629.00;;1500.00;419.33;02/05/2015;0;Mousserande vin;Vitt Torrt;;Magnum;;Champagne;Frankrike;Palmer & Co;Oenoforos AB;;;12.00%;BS;Övrigt sortiment;0;0;;0;
1150601;959786;11506;Saku;Kuld;15.90;;500.00;31.80;01/09/2015;0;Öl;Ljus lager;Internationell stil;Flaska;;;Estland;Saku Brewery;Carlsberg Sverige AB;;;5.20%;BS;Övrigt sortiment;0;0;;0;
7256901;959789;72569;Rosé n'Roll;;114.00;;750.00;152.00;02/05/2015;0;Rosévin;;;Flaska;;Languedoc-Roussillon;Frankrike;SARL Château Regismont;Jakobsson och Söderström AB;2014;;13.00%;BS;Övrigt sortiment;1;0;;0;
8701502;959805;87015;Plomari Ouzo;;294.00;;500.00;588.00;02/05/2015;0;Aniskryddad sprit;;;Flaska;;;Grekland;Plomari Ouzo Distillery Isidoros Arvanitis S.A.;Fontana Food AB;;;40.00%;BS;Övrigt sortiment;0;0;;0;
7253701;959815;72537;De Bortoli;Cosa Dolce;79.00;;750.00;105.33;02/05/2015;0;Rött vin;Mjukt & Bärigt;;Flaska;;South Eastern Australia;Australien;De Bortoli;Bornicon & Salming;2013;;13.50%;BS;Övrigt sortiment;0;0;;0;Shiraz och tempranillo.
3035803;959855;30358;Thor IPA;;36.70;;330.00;111.21;01/06/2015;0;Öl;Ale brittisk-amerikansk stil;India pale ale (IPA);Flaska;;Uppsala län;Sverige;Bålsta Bryggeri AB;Bålsta Bryggeri AB;;;6.60%;TSLS;Lokalt och småskaligt;0;0;;0;Korn- och vetemalt samt humle.
3035903;959861;30359;Cada Dia;IPA;29.70;;330.00;90.00;01/06/2015;0;Öl;Ale brittisk-amerikansk stil;India pale ale (IPA);Flaska;;Jämtlands län;Sverige;Jemtehed & Brande;Jemtehed & Brande AB;;;6.40%;TSLS;Lokalt och småskaligt;0;0;;0;Kornmalt samt humle av sorterna chinook, citra och columbus.
7206501;959984;72065;LUX Royal;Brut;102.00;;750.00;136.00;02/05/2015;0;Mousserande vin;Rosé;;Flaska;;;Frankrike;Fortant;Giertz Vinimport AB;;;12.00%;BS;Övrigt sortiment;0;0;;0;
3036103;960051;30361;Wolf Pale Moon Ale;;31.20;;330.00;94.55;01/06/2015;0;Öl;Ale brittisk-amerikansk stil;Amerikansk pale ale (APA);Flaska;;Stockholms län;Sverige;HeavymetAle Brewery;Ahlén & Small Trading AB;;;5.30%;TSLS;Lokalt och småskaligt;0;0;;0;Kornmalt och humle.
7608301;960073;76083;Eccoci;Blanco;101.00;;750.00;134.67;02/05/2015;0;Vitt vin;;;Flaska;;;Spanien;EccociWine S.L.;J2 Import;2011;;13.30%;BS;Övrigt sortiment;0;0;;0;
3036203;960076;30362;Göteborgs go IPA;;24.60;;330.00;74.55;01/06/2015;0;Öl;Ale brittisk-amerikansk stil;India pale ale (IPA);Flaska;;Västra Götalands län;Sverige;Göteborgs Nya Bryggeri AB;Göteborgs Nya Bryggeri AB;;;6.50%;FS;Ordinarie sortiment;1;0;;0;
7366202;960081;73662;Castello di Brolio;Chianti Classico;189.00;;375.00;504.00;02/05/2015;0;Rött vin;;;Flaska;;Toscana;Italien;Barone Ricasoli;WineWorld AB;2005;;14.00%;BS;Övrigt sortiment;0;0;;0;
3036303;960087;30363;Dalecarlia;Pale Ale;27.40;;330.00;83.03;01/06/2015;0;Öl;Ale brittisk-amerikansk stil;Amerikansk pale ale (APA);Flaska;;Dalarnas län;Sverige;Rättviks Bryggeri;Rättviks Bryggeri;;;5.60%;TSLS;Lokalt och småskaligt;0;0;;0;
7452301;960093;74523;Groot Constantia;Chardonnay;169.00;;750.00;225.33;02/05/2015;0;Vitt vin;;;Flaska;;Western Cape;Sydafrika;Groot Constantia Estate;Winepartners Nordic AB;2014;;13.00%;BS;Övrigt sortiment;0;0;;0;
7485601;960102;74856;Groot Constantia;Pinotage;169.00;;750.00;225.33;02/05/2015;0;Rött vin;;;Flaska;;Western Cape;Sydafrika;Groot Constantia Estate;Winepartners Nordic AB;2013;;14.50%;BS;Övrigt sortiment;0;0;;0;
3036403;960115;30364;Helsingborgs;Double IPL;27.40;;330.00;83.03;01/06/2015;0;Öl;Ljus lager;Imperial pils och india pale lager (IPL);Flaska;;Skåne län;Sverige;Helsingborgs Bryggeri AB;Helsingborgs Bryggeri AB;;;7.00%;TSLS;Lokalt och småskaligt;0;0;;0;
3036501;960121;30365;Stenstrand;Sommar Ale;35.20;;500.00;70.40;01/06/2015;0;Öl;Ale brittisk-amerikansk stil;Amerikansk pale ale (APA);Flaska;;Stockholms län;Sverige;Nynäshamns Ångbryggeri AB;Nynäshamns Ångbryggeri AB;;;6.80%;TSLS;Lokalt och småskaligt;0;0;;0;
7254601;960145;72546;Pflüger;Fuchsmantel Riesling;199.00;;750.00;265.33;02/05/2015;0;Vitt vin;;;Flaska;;Pfalz;Tyskland;Pflüger;BraVin Sverige AB;2015;;13.50%;BS;Övrigt sortiment;1;0;;0;
7192201;960148;71922;Barbera d'Asti;Rosso Fuoco;149.00;;750.00;198.67;02/05/2015;0;Rött vin;;;Flaska;;Piemonte;Italien;Vite Colte;Divine AB;2015;;13.00%;BS;Övrigt sortiment;1;0;;0;
7264801;960157;72648;Pflüger;Michelsberg Riesling;239.00;;750.00;318.67;02/05/2015;0;Vitt vin;;;Flaska;;Pfalz;Tyskland;Pflüger;BraVin Sverige AB;2013;;13.00%;BS;Övrigt sortiment;1;0;;0;
7257601;960163;72576;Pflüger;Riesling Trocken Buntsandstein;129.00;;750.00;172.00;02/05/2015;0;Vitt vin;;;Flaska;;Pfalz;Tyskland;Pflüger;BraVin Sverige AB;2015;;12.00%;BS;Övrigt sortiment;1;0;;0;
7453101;960166;74531;Castello d'Albola;Chianti Classico Riserva;196.00;;750.00;261.33;02/05/2015;0;Rött vin;;;Flaska;;Toscana;Italien;Castello d'Albola;Pernod Ricard Sweden AB;2013;;13.50%;BS;Övrigt sortiment;0;0;;0;
7719301;960172;77193;Georges Vesselle;Grand Cru Brut Nature;399.00;;750.00;532.00;02/05/2015;0;Mousserande vin;Vitt Torrt;;Flaska;;Champagne;Frankrike;Georges Vesselle;BraVin Sverige AB;2009;;12.00%;BS;Övrigt sortiment;0;0;;0;
7744201;960175;77442;Georges Vesselle;Grand Cru Brut;329.00;;750.00;438.67;02/05/2015;0;Mousserande vin;Vitt Torrt;;Flaska;;Champagne;Frankrike;Georges Vesselle;BraVin Sverige AB;;;12.00%;BS;Övrigt sortiment;0;0;;0;
